user_id,subscription_type,monthly_fee,account_age_months
U147598,Premium,15.99,27
U147599,Standard,15.99,31
U147600,Standard,15.99,48
U147601,Standard,7.99,26
U147602,Standard,12.99,8
U147603,Standard,7.99,7
U147604,Standard,7.99,18
U147605,Basic,7.99,37
U147606,Basic,15.99,40
U147607,Basic,7.99,23
U147608,Premium,12.99,52
U147609,Premium,15.99,33
U147610,Premium,7.99,24
U147611,Premium,7.99,33
U147612,Standard,7.99,33
U147613,Premium,7.99,50
U147614,Premium,12.99,52
U147615,Standard,7.99,28
U147616,Standard,12.99,2
U147617,Standard,7.99,46
U147618,Premium,15.99,47
U147619,Standard,12.99,33
U147620,Standard,12.99,36
U147621,Standard,15.99,38
U147622,Standard,15.99,18
U147623,Premium,12.99,54
U147624,Standard,7.99,9
U147625,Basic,12.99,25
U147626,Premium,12.99,34
U147627,Basic,12.99,28
U147628,Standard,12.99,36
U147629,Standard,15.99,14
U147630,Standard,12.99,53
U147631,Standard,7.99,36
U147632,Premium,7.99,10
U147633,Premium,12.99,52
U147634,Standard,7.99,9
U147635,Standard,15.99,41
U147636,Standard,15.99,57
U147637,Standard,15.99,3
U147638,Standard,15.99,3
U147639,Standard,15.99,10
U147640,Standard,12.99,52
U147641,Premium,15.99,25
U147642,Standard,7.99,23
U147643,Basic,12.99,49
U147644,Standard,12.99,11
U147645,Standard,7.99,22
U147646,Standard,7.99,53
U147647,Standard,15.99,27
U147648,Premium,7.99,58
U147649,Premium,15.99,3
U147650,Standard,7.99,47
U147651,Basic,12.99,42
U147652,Premium,7.99,57
U147653,Premium,12.99,13
U147654,Standard,15.99,54
U147655,Premium,12.99,30
U147656,Basic,15.99,46
U147657,Premium,12.99,56
U147658,Standard,7.99,34
U147659,Premium,7.99,30
U147660,Premium,15.99,24
U147661,Basic,12.99,59
U147662,Standard,15.99,1
U147663,Premium,12.99,36
U147664,Standard,12.99,12
U147665,Basic,15.99,20
U147666,Standard,12.99,56
U147667,Basic,7.99,2
U147668,Basic,15.99,25
U147669,Premium,7.99,32
U147670,Premium,12.99,45
U147671,Standard,7.99,33
U147672,Standard,12.99,31
U147673,Standard,12.99,36
U147674,Premium,15.99,20
U147675,Standard,7.99,56
U147676,Standard,15.99,24
U147677,Premium,15.99,44
U147678,Standard,12.99,41
U147679,Basic,12.99,29
U147680,Basic,12.99,42
U147681,Basic,12.99,44
U147682,Standard,15.99,3
U147683,Basic,12.99,4
U147684,Premium,12.99,47
U147685,Standard,7.99,4
U147686,Standard,12.99,13
U147687,Premium,15.99,15
U147688,Standard,15.99,7
U147689,Basic,7.99,36
U147690,Standard,15.99,57
U147691,Basic,12.99,11
U147692,Standard,15.99,21
U147693,Premium,12.99,39
U147694,Standard,15.99,12
U147695,Standard,15.99,17
U147696,Standard,7.99,22
U147697,Standard,15.99,18
U147698,Premium,12.99,4
U147699,Basic,12.99,6
U147700,Basic,12.99,47
U147701,Standard,15.99,16
U147702,Standard,7.99,39
U147703,Standard,12.99,9
U147704,Standard,12.99,14
U147705,Standard,12.99,39
U147706,Standard,7.99,32
U147707,Basic,15.99,53
U147708,Basic,12.99,49
U147709,Premium,15.99,58
U147710,Standard,12.99,51
U147711,Basic,15.99,12
U147712,Basic,7.99,55
U147713,Basic,12.99,55
U147714,Standard,15.99,7
U147715,Basic,12.99,6
U147716,Premium,7.99,26
U147717,Basic,12.99,28
U147718,Basic,12.99,9
U147719,Premium,12.99,41
U147720,Basic,15.99,22
U147721,Premium,12.99,57
U147722,Standard,7.99,46
U147723,Basic,12.99,56
U147724,Basic,15.99,43
U147725,Premium,12.99,3
U147726,Standard,7.99,23
U147727,Basic,15.99,18
U147728,Standard,7.99,5
U147729,Standard,7.99,55
U147730,Basic,15.99,38
U147731,Premium,12.99,22
U147732,Standard,12.99,34
U147733,Basic,7.99,14
U147734,Premium,12.99,28
U147735,Basic,7.99,40
U147736,Standard,15.99,26
U147737,Premium,15.99,51
U147738,Premium,12.99,2
U147739,Standard,12.99,32
U147740,Basic,12.99,48
U147741,Basic,15.99,15
U147742,Basic,12.99,49
U147743,Premium,7.99,14
U147744,Standard,7.99,14
U147745,Standard,15.99,48
U147746,Premium,7.99,21
U147747,Standard,12.99,33
U147748,Standard,15.99,36
U147749,Standard,7.99,56
U147750,Standard,15.99,57
U147751,Premium,7.99,38
U147752,Basic,12.99,35
U147753,Standard,7.99,36
U147754,Standard,7.99,41
U147755,Standard,12.99,41
U147756,Premium,7.99,50
U147757,Basic,7.99,29
U147758,Premium,12.99,1
U147759,Standard,15.99,23
U147760,Basic,7.99,32
U147761,Standard,15.99,5
U147762,Standard,12.99,44
U147763,Premium,15.99,25
U147764,Premium,15.99,22
U147765,Standard,12.99,56
U147766,Basic,15.99,39
U147767,Premium,7.99,1
U147768,Standard,7.99,23
U147769,Standard,15.99,19
U147770,Standard,15.99,8
U147771,Basic,15.99,10
U147772,Premium,15.99,45
U147773,Premium,15.99,38
U147774,Basic,15.99,13
U147775,Standard,12.99,42
U147776,Basic,7.99,37
U147777,Standard,7.99,50
U147778,Basic,15.99,12
U147779,Basic,12.99,28
U147780,Premium,15.99,45
U147781,Standard,15.99,19
U147782,Premium,12.99,1
U147783,Basic,7.99,37
U147784,Standard,15.99,20
U147785,Standard,7.99,30
U147786,Premium,12.99,53
U147787,Basic,15.99,8
U147788,Premium,12.99,50
U147789,Premium,7.99,39
U147790,Standard,15.99,42
U147791,Premium,15.99,40
U147792,Premium,12.99,55
U147793,Standard,15.99,39
U147794,Standard,15.99,49
U147795,Premium,7.99,26
U147796,Premium,7.99,36
U147797,Standard,7.99,8
U147798,Basic,15.99,27
U147799,Basic,12.99,28
U147800,Basic,12.99,52
U147801,Standard,12.99,49
U147802,Standard,15.99,23
U147803,Premium,7.99,25
U147804,Standard,15.99,54
U147805,Premium,7.99,41
U147806,Standard,7.99,54
U147807,Standard,15.99,43
U147808,Basic,15.99,50
U147809,Basic,12.99,52
U147810,Premium,15.99,9
U147811,Standard,15.99,58
U147812,Basic,15.99,18
U147813,Standard,7.99,6
U147814,Basic,7.99,3
U147815,Premium,7.99,53
U147816,Premium,12.99,40
U147817,Standard,15.99,27
U147818,Standard,15.99,50
U147819,Standard,15.99,47
U147820,Standard,15.99,31
U147821,Standard,7.99,27
U147822,Standard,7.99,25
U147823,Basic,7.99,15
U147824,Premium,7.99,54
U147825,Standard,7.99,9
U147826,Basic,15.99,51
U147827,Standard,12.99,18
U147828,Standard,15.99,1
U147829,Premium,7.99,12
U147830,Standard,15.99,27
U147831,Basic,7.99,57
U147832,Premium,7.99,46
U147833,Standard,12.99,7
U147834,Premium,12.99,18
U147835,Standard,12.99,34
U147836,Standard,15.99,50
U147837,Standard,7.99,17
U147838,Basic,7.99,36
U147839,Premium,7.99,37
U147840,Premium,7.99,58
U147841,Standard,12.99,44
U147842,Standard,7.99,54
U147843,Premium,12.99,2
U147844,Standard,15.99,38
U147845,Premium,12.99,13
U147846,Premium,15.99,43
U147847,Standard,12.99,35
U147848,Basic,12.99,11
U147849,Basic,12.99,33
U147850,Basic,12.99,27
U147851,Premium,15.99,56
U147852,Premium,7.99,42
U147853,Standard,15.99,47
U147854,Premium,15.99,53
U147855,Standard,15.99,5
U147856,Premium,7.99,39
U147857,Premium,12.99,49
U147858,Premium,15.99,15
U147859,Basic,12.99,55
U147860,Premium,15.99,37
U147861,Basic,12.99,55
U147862,Basic,7.99,6
U147863,Basic,15.99,32
U147864,Basic,7.99,43
U147865,Basic,12.99,49
U147866,Premium,12.99,51
U147867,Premium,15.99,57
U147868,Premium,7.99,47
U147869,Premium,12.99,27
U147870,Basic,7.99,2
U147871,Premium,12.99,39
U147872,Basic,12.99,22
U147873,Standard,12.99,22
U147874,Standard,15.99,19
U147875,Standard,12.99,6
U147876,Basic,7.99,21
U147877,Premium,12.99,31
U147878,Basic,15.99,7
U147879,Standard,15.99,28
U147880,Premium,12.99,49
U147881,Standard,15.99,49
U147882,Standard,7.99,57
U147883,Premium,12.99,4
U147884,Basic,7.99,59
U147885,Basic,7.99,1
U147886,Standard,15.99,9
U147887,Basic,15.99,51
U147888,Premium,7.99,7
U147889,Standard,12.99,55
U147890,Premium,15.99,6
U147891,Standard,15.99,4
U147892,Basic,12.99,45
U147893,Standard,12.99,30
U147894,Standard,15.99,46
U147895,Basic,7.99,48
U147896,Premium,15.99,32
U147897,Premium,7.99,23
U147898,Standard,15.99,13
U147899,Standard,15.99,42
U147900,Basic,7.99,31
U147901,Standard,15.99,48
U147902,Standard,7.99,22
U147903,Basic,7.99,1
U147904,Basic,12.99,15
U147905,Premium,12.99,14
U147906,Premium,7.99,16
U147907,Premium,12.99,40
U147908,Premium,12.99,49
U147909,Standard,7.99,44
U147910,Standard,15.99,26
U147911,Standard,7.99,25
U147912,Standard,7.99,15
U147913,Standard,7.99,52
U147914,Basic,7.99,39
U147915,Basic,15.99,12
U147916,Premium,7.99,8
U147917,Basic,12.99,27
U147918,Premium,15.99,29
U147919,Basic,7.99,23
U147920,Premium,15.99,55
U147921,Basic,7.99,47
U147922,Standard,7.99,22
U147923,Premium,12.99,8
U147924,Standard,15.99,42
U147925,Standard,7.99,13
U147926,Premium,12.99,54
U147927,Premium,15.99,25
U147928,Premium,7.99,33
U147929,Basic,15.99,58
U147930,Standard,12.99,5
U147931,Basic,15.99,25
U147932,Premium,12.99,5
U147933,Standard,12.99,32
U147934,Standard,15.99,55
U147935,Premium,15.99,55
U147936,Premium,7.99,46
U147937,Basic,12.99,52
U147938,Basic,7.99,14
U147939,Standard,7.99,27
U147940,Premium,15.99,44
U147941,Standard,7.99,31
U147942,Standard,15.99,58
U147943,Basic,7.99,35
U147944,Basic,15.99,9
U147945,Standard,12.99,30
U147946,Premium,15.99,53
U147947,Standard,7.99,48
U147948,Basic,12.99,37
U147949,Standard,15.99,37
U147950,Premium,15.99,1
U147951,Standard,15.99,15
U147952,Basic,12.99,24
U147953,Standard,15.99,7
U147954,Basic,15.99,45
U147955,Standard,15.99,34
U147956,Premium,15.99,28
U147957,Premium,15.99,15
U147958,Standard,7.99,53
U147959,Standard,7.99,18
U147960,Standard,12.99,35
U147961,Basic,7.99,58
U147962,Standard,15.99,47
U147963,Premium,15.99,11
U147964,Premium,12.99,56
U147965,Basic,15.99,48
U147966,Basic,15.99,43
U147967,Standard,7.99,6
U147968,Basic,7.99,14
U147969,Basic,7.99,29
U147970,Basic,15.99,16
U147971,Premium,7.99,4
U147972,Premium,15.99,6
U147973,Basic,15.99,20
U147974,Standard,12.99,49
U147975,Basic,7.99,59
U147976,Basic,12.99,2
U147977,Basic,12.99,53
U147978,Premium,15.99,19
U147979,Basic,7.99,52
U147980,Standard,15.99,57
U147981,Premium,7.99,11
U147982,Premium,15.99,31
U147983,Standard,15.99,20
U147984,Standard,12.99,48
U147985,Basic,7.99,30
U147986,Premium,12.99,9
U147987,Standard,12.99,7
U147988,Premium,12.99,17
U147989,Standard,15.99,23
U147990,Basic,12.99,40
U147991,Standard,7.99,10
U147992,Standard,15.99,45
U147993,Standard,12.99,22
U147994,Standard,15.99,23
U147995,Standard,12.99,33
U147996,Premium,15.99,10
U147997,Standard,15.99,13
U147998,Standard,12.99,44
U147999,Basic,7.99,39
U148000,Premium,7.99,27
U148001,Basic,7.99,43
U148002,Basic,7.99,44
U148003,Premium,12.99,6
U148004,Premium,7.99,57
U148005,Standard,12.99,24
U148006,Premium,15.99,49
U148007,Premium,15.99,47
U148008,Standard,15.99,7
U148009,Standard,7.99,28
U148010,Standard,12.99,56
U148011,Premium,15.99,6
U148012,Standard,7.99,50
U148013,Basic,7.99,52
U148014,Premium,12.99,31
U148015,Premium,15.99,38
U148016,Premium,15.99,12
U148017,Premium,12.99,51
U148018,Basic,7.99,40
U148019,Basic,7.99,54
U148020,Premium,12.99,49
U148021,Basic,7.99,18
U148022,Basic,12.99,53
U148023,Standard,15.99,57
U148024,Basic,7.99,17
U148025,Standard,12.99,3
U148026,Premium,7.99,2
U148027,Premium,12.99,56
U148028,Premium,7.99,51
U148029,Premium,12.99,52
U148030,Basic,15.99,50
U148031,Standard,12.99,38
U148032,Standard,12.99,7
U148033,Basic,12.99,30
U148034,Standard,12.99,48
U148035,Basic,7.99,41
U148036,Premium,15.99,16
U148037,Premium,15.99,1
U148038,Standard,7.99,50
U148039,Basic,15.99,48
U148040,Standard,12.99,2
U148041,Basic,15.99,21
U148042,Standard,7.99,19
U148043,Basic,12.99,22
U148044,Premium,7.99,26
U148045,Standard,15.99,39
U148046,Standard,7.99,20
U148047,Standard,7.99,54
U148048,Basic,7.99,20
U148049,Basic,15.99,41
U148050,Basic,15.99,23
U148051,Premium,7.99,7
U148052,Standard,15.99,59
U148053,Basic,15.99,31
U148054,Standard,15.99,27
U148055,Premium,12.99,11
U148056,Basic,15.99,1
U148057,Basic,15.99,13
U148058,Standard,15.99,36
U148059,Premium,15.99,38
U148060,Standard,12.99,59
U148061,Premium,7.99,58
U148062,Standard,7.99,11
U148063,Basic,12.99,8
U148064,Basic,12.99,57
U148065,Standard,12.99,51
U148066,Premium,15.99,28
U148067,Basic,7.99,20
U148068,Basic,12.99,45
U148069,Standard,12.99,1
U148070,Premium,7.99,40
U148071,Basic,7.99,1
U148072,Basic,15.99,28
U148073,Standard,12.99,21
U148074,Premium,7.99,11
U148075,Standard,15.99,59
U148076,Standard,15.99,12
U148077,Standard,12.99,15
U148078,Basic,15.99,30
U148079,Premium,7.99,57
U148080,Premium,15.99,21
U148081,Basic,7.99,39
U148082,Standard,7.99,23
U148083,Basic,12.99,47
U148084,Standard,7.99,37
U148085,Standard,15.99,45
U148086,Standard,7.99,35
U148087,Basic,7.99,14
U148088,Basic,7.99,45
U148089,Basic,7.99,26
U148090,Premium,15.99,57
U148091,Premium,15.99,19
U148092,Standard,7.99,7
U148093,Standard,7.99,32
U148094,Premium,15.99,12
U148095,Basic,15.99,30
U148096,Standard,7.99,40
U148097,Basic,7.99,12
U148098,Standard,7.99,45
U148099,Standard,7.99,13
U148100,Standard,15.99,38
U148101,Basic,12.99,55
U148102,Standard,12.99,25
U148103,Premium,15.99,18
U148104,Standard,12.99,23
U148105,Standard,15.99,3
U148106,Premium,12.99,59
U148107,Standard,15.99,19
U148108,Standard,12.99,49
U148109,Standard,7.99,26
U148110,Premium,12.99,44
U148111,Standard,15.99,52
U148112,Basic,15.99,37
U148113,Standard,12.99,26
U148114,Standard,12.99,26
U148115,Basic,7.99,41
U148116,Premium,15.99,51
U148117,Standard,15.99,13
U148118,Standard,12.99,21
U148119,Premium,7.99,23
U148120,Basic,12.99,45
U148121,Standard,15.99,54
U148122,Standard,15.99,17
U148123,Standard,15.99,42
U148124,Standard,12.99,11
U148125,Standard,15.99,17
U148126,Basic,15.99,16
U148127,Basic,7.99,55
U148128,Standard,7.99,37
U148129,Standard,7.99,49
U148130,Basic,12.99,19
U148131,Basic,15.99,20
U148132,Standard,12.99,38
U148133,Basic,7.99,54
U148134,Basic,7.99,13
U148135,Standard,15.99,14
U148136,Premium,12.99,14
U148137,Basic,7.99,54
U148138,Basic,12.99,10
U148139,Premium,7.99,10
U148140,Premium,15.99,40
U148141,Basic,7.99,30
U148142,Basic,12.99,50
U148143,Premium,7.99,4
U148144,Premium,7.99,46
U148145,Standard,12.99,51
U148146,Standard,12.99,17
U148147,Basic,15.99,42
U148148,Standard,15.99,14
U148149,Standard,12.99,22
U148150,Standard,12.99,50
U148151,Basic,7.99,11
U148152,Basic,7.99,6
U148153,Basic,7.99,35
U148154,Basic,15.99,42
U148155,Standard,7.99,25
U148156,Premium,12.99,27
U148157,Premium,15.99,5
U148158,Premium,7.99,37
U148159,Standard,15.99,57
U148160,Standard,7.99,56
U148161,Basic,7.99,22
U148162,Premium,15.99,54
U148163,Premium,7.99,48
U148164,Basic,12.99,54
U148165,Premium,15.99,25
U148166,Premium,12.99,16
U148167,Standard,12.99,2
U148168,Standard,15.99,2
U148169,Standard,7.99,27
U148170,Basic,7.99,10
U148171,Basic,7.99,50
U148172,Basic,7.99,51
U148173,Standard,12.99,42
U148174,Premium,12.99,53
U148175,Standard,12.99,49
U148176,Basic,15.99,39
U148177,Premium,12.99,23
U148178,Premium,7.99,15
U148179,Standard,12.99,45
U148180,Standard,15.99,44
U148181,Premium,12.99,38
U148182,Basic,12.99,13
U148183,Basic,12.99,46
U148184,Basic,12.99,52
U148185,Standard,12.99,5
U148186,Standard,15.99,2
U148187,Standard,15.99,36
U148188,Premium,15.99,27
U148189,Standard,7.99,27
U148190,Standard,7.99,5
U148191,Premium,12.99,5
U148192,Basic,7.99,7
U148193,Standard,15.99,13
U148194,Standard,15.99,17
U148195,Standard,12.99,41
U148196,Premium,15.99,34
U148197,Basic,15.99,45
U148198,Premium,15.99,33
U148199,Standard,7.99,39
U148200,Standard,15.99,8
U148201,Premium,12.99,38
U148202,Basic,15.99,50
U148203,Standard,12.99,59
U148204,Standard,7.99,48
U148205,Basic,12.99,4
U148206,Standard,12.99,40
U148207,Basic,7.99,42
U148208,Standard,7.99,44
U148209,Basic,7.99,4
U148210,Standard,7.99,52
U148211,Basic,12.99,1
U148212,Standard,15.99,50
U148213,Standard,15.99,58
U148214,Basic,7.99,3
U148215,Basic,12.99,26
U148216,Premium,7.99,38
U148217,Basic,12.99,21
U148218,Basic,12.99,3
U148219,Basic,7.99,51
U148220,Standard,15.99,27
U148221,Standard,15.99,27
U148222,Premium,7.99,3
U148223,Standard,15.99,14
U148224,Premium,7.99,30
U148225,Basic,12.99,58
U148226,Premium,15.99,8
U148227,Basic,15.99,58
U148228,Standard,12.99,9
U148229,Basic,7.99,26
U148230,Basic,7.99,17
U148231,Basic,7.99,17
U148232,Standard,15.99,5
U148233,Standard,7.99,43
U148234,Standard,7.99,21
U148235,Basic,7.99,35
U148236,Standard,12.99,57
U148237,Basic,12.99,41
U148238,Basic,12.99,55
U148239,Standard,15.99,24
U148240,Standard,12.99,39
U148241,Standard,15.99,18
U148242,Premium,12.99,16
U148243,Basic,15.99,20
U148244,Standard,15.99,51
U148245,Premium,15.99,15
U148246,Premium,15.99,32
U148247,Basic,15.99,36
U148248,Basic,7.99,31
U148249,Basic,7.99,56
U148250,Basic,7.99,57
U148251,Premium,12.99,27
U148252,Premium,15.99,7
U148253,Basic,15.99,9
U148254,Basic,7.99,34
U148255,Standard,12.99,49
U148256,Premium,7.99,20
U148257,Premium,7.99,16
U148258,Basic,7.99,4
U148259,Standard,12.99,48
U148260,Standard,12.99,42
U148261,Standard,15.99,26
U148262,Standard,15.99,41
U148263,Standard,12.99,1
U148264,Standard,15.99,52
U148265,Standard,15.99,50
U148266,Standard,7.99,52
U148267,Basic,12.99,30
U148268,Premium,7.99,23
U148269,Basic,15.99,2
U148270,Premium,15.99,31
U148271,Basic,12.99,13
U148272,Standard,15.99,45
U148273,Premium,7.99,38
U148274,Standard,15.99,50
U148275,Premium,7.99,51
U148276,Basic,15.99,37
U148277,Basic,15.99,36
U148278,Standard,15.99,13
U148279,Premium,7.99,20
U148280,Premium,15.99,9
U148281,Basic,12.99,38
U148282,Standard,12.99,18
U148283,Basic,7.99,47
U148284,Standard,7.99,57
U148285,Basic,12.99,40
U148286,Standard,12.99,25
U148287,Basic,7.99,15
U148288,Basic,15.99,53
U148289,Standard,15.99,39
U148290,Standard,7.99,12
U148291,Premium,15.99,54
U148292,Standard,7.99,46
U148293,Standard,15.99,53
U148294,Basic,7.99,14
U148295,Basic,15.99,7
U148296,Standard,12.99,24
U148297,Premium,15.99,50
U148298,Standard,12.99,52
U148299,Premium,15.99,7
U148300,Premium,7.99,46
U148301,Standard,15.99,39
U148302,Standard,12.99,31
U148303,Standard,7.99,43
U148304,Basic,12.99,37
U148305,Basic,7.99,33
U148306,Basic,7.99,6
U148307,Basic,7.99,33
U148308,Standard,15.99,38
U148309,Premium,12.99,59
U148310,Premium,15.99,51
U148311,Standard,7.99,22
U148312,Basic,12.99,18
U148313,Premium,15.99,11
U148314,Standard,7.99,50
U148315,Standard,12.99,14
U148316,Basic,15.99,26
U148317,Basic,12.99,10
U148318,Basic,7.99,38
U148319,Premium,12.99,32
U148320,Basic,7.99,12
U148321,Premium,7.99,32
U148322,Basic,7.99,39
U148323,Standard,7.99,36
U148324,Basic,7.99,33
U148325,Basic,7.99,13
U148326,Premium,15.99,52
U148327,Basic,7.99,44
U148328,Standard,12.99,53
U148329,Standard,12.99,31
U148330,Basic,12.99,15
U148331,Premium,7.99,17
U148332,Premium,12.99,55
U148333,Standard,7.99,58
U148334,Premium,12.99,24
U148335,Premium,7.99,45
U148336,Standard,7.99,14
U148337,Standard,12.99,14
U148338,Standard,7.99,25
U148339,Standard,7.99,36
U148340,Basic,7.99,42
U148341,Premium,12.99,56
U148342,Basic,15.99,10
U148343,Basic,12.99,15
U148344,Premium,12.99,7
U148345,Standard,12.99,17
U148346,Standard,15.99,15
U148347,Premium,15.99,4
U148348,Standard,15.99,48
U148349,Standard,15.99,37
U148350,Standard,15.99,10
U148351,Standard,15.99,19
U148352,Standard,12.99,50
U148353,Premium,12.99,40
U148354,Standard,7.99,19
U148355,Premium,7.99,10
U148356,Standard,7.99,8
U148357,Basic,7.99,32
U148358,Basic,12.99,22
U148359,Premium,15.99,39
U148360,Basic,12.99,9
U148361,Premium,15.99,56
U148362,Premium,7.99,7
U148363,Standard,15.99,36
U148364,Basic,15.99,13
U148365,Standard,7.99,21
U148366,Premium,12.99,24
U148367,Premium,7.99,14
U148368,Standard,12.99,25
U148369,Premium,15.99,44
U148370,Premium,7.99,13
U148371,Basic,7.99,1
U148372,Premium,12.99,42
U148373,Premium,7.99,54
U148374,Basic,7.99,17
U148375,Basic,12.99,3
U148376,Basic,7.99,26
U148377,Standard,7.99,14
U148378,Basic,7.99,4
U148379,Premium,15.99,12
U148380,Standard,15.99,10
U148381,Standard,7.99,39
U148382,Standard,12.99,41
U148383,Basic,7.99,11
U148384,Premium,12.99,4
U148385,Basic,7.99,53
U148386,Premium,15.99,49
U148387,Premium,7.99,52
U148388,Basic,12.99,15
U148389,Standard,15.99,44
U148390,Basic,7.99,4
U148391,Standard,7.99,57
U148392,Basic,7.99,48
U148393,Basic,7.99,59
U148394,Premium,15.99,58
U148395,Premium,7.99,17
U148396,Standard,12.99,35
U148397,Premium,7.99,29
U148398,Standard,12.99,38
U148399,Standard,7.99,49
U148400,Standard,7.99,3
U148401,Basic,15.99,12
U148402,Standard,12.99,59
U148403,Standard,15.99,38
U148404,Premium,15.99,11
U148405,Basic,15.99,36
U148406,Standard,15.99,46
U148407,Standard,12.99,2
U148408,Standard,15.99,47
U148409,Standard,15.99,34
U148410,Basic,7.99,59
U148411,Premium,12.99,5
U148412,Basic,7.99,30
U148413,Premium,15.99,19
U148414,Basic,7.99,45
U148415,Basic,15.99,20
U148416,Standard,7.99,2
U148417,Standard,7.99,31
U148418,Standard,12.99,50
U148419,Basic,12.99,38
U148420,Premium,7.99,50
U148421,Standard,12.99,17
U148422,Standard,12.99,32
U148423,Basic,15.99,25
U148424,Basic,15.99,1
U148425,Standard,15.99,16
U148426,Standard,12.99,20
U148427,Basic,12.99,3
U148428,Premium,15.99,55
U148429,Premium,15.99,49
U148430,Standard,15.99,13
U148431,Premium,7.99,47
U148432,Basic,12.99,52
U148433,Basic,7.99,22
U148434,Premium,12.99,28
U148435,Premium,7.99,57
U148436,Basic,12.99,31
U148437,Premium,7.99,7
U148438,Premium,7.99,34
U148439,Standard,7.99,41
U148440,Premium,12.99,30
U148441,Basic,12.99,25
U148442,Standard,15.99,3
U148443,Basic,15.99,35
U148444,Basic,12.99,2
U148445,Standard,15.99,27
U148446,Standard,7.99,3
U148447,Basic,15.99,28
U148448,Basic,15.99,54
U148449,Premium,7.99,11
U148450,Basic,12.99,57
U148451,Basic,7.99,5
U148452,Basic,15.99,17
U148453,Standard,15.99,27
U148454,Standard,7.99,9
U148455,Basic,15.99,57
U148456,Basic,15.99,33
U148457,Premium,15.99,3
U148458,Basic,12.99,28
U148459,Premium,15.99,20
U148460,Premium,15.99,40
U148461,Standard,7.99,31
U148462,Premium,12.99,47
U148463,Basic,15.99,45
U148464,Standard,12.99,29
U148465,Basic,7.99,35
U148466,Basic,12.99,28
U148467,Basic,7.99,6
U148468,Basic,7.99,55
U148469,Standard,7.99,50
U148470,Premium,12.99,47
U148471,Premium,15.99,53
U148472,Premium,12.99,28
U148473,Basic,7.99,36
U148474,Standard,7.99,36
U148475,Premium,12.99,49
U148476,Standard,15.99,48
U148477,Standard,15.99,53
U148478,Basic,15.99,43
U148479,Premium,15.99,39
U148480,Standard,7.99,11
U148481,Standard,7.99,24
U148482,Standard,7.99,43
U148483,Premium,12.99,56
U148484,Standard,12.99,39
U148485,Standard,15.99,25
U148486,Standard,12.99,52
U148487,Premium,15.99,52
U148488,Standard,15.99,55
U148489,Premium,15.99,34
U148490,Standard,15.99,41
U148491,Premium,7.99,5
U148492,Basic,12.99,37
U148493,Standard,12.99,45
U148494,Standard,12.99,22
U148495,Basic,15.99,36
U148496,Basic,15.99,1
U148497,Premium,15.99,16
U148498,Basic,12.99,37
U148499,Basic,7.99,39
U148500,Premium,15.99,30
U148501,Basic,7.99,52
U148502,Standard,12.99,11
U148503,Standard,7.99,12
U148504,Basic,15.99,31
U148505,Standard,15.99,19
U148506,Basic,12.99,24
U148507,Basic,15.99,25
U148508,Standard,7.99,48
U148509,Standard,12.99,16
U148510,Premium,15.99,34
U148511,Standard,15.99,48
U148512,Standard,15.99,18
U148513,Premium,12.99,29
U148514,Basic,12.99,6
U148515,Premium,15.99,16
U148516,Standard,15.99,54
U148517,Standard,7.99,11
U148518,Standard,12.99,31
U148519,Standard,7.99,11
U148520,Basic,15.99,37
U148521,Basic,15.99,49
U148522,Standard,7.99,10
U148523,Standard,12.99,54
U148524,Standard,12.99,2
U148525,Premium,15.99,53
U148526,Basic,12.99,25
U148527,Standard,12.99,42
U148528,Basic,7.99,14
U148529,Standard,15.99,43
U148530,Standard,7.99,2
U148531,Basic,12.99,53
U148532,Standard,7.99,50
U148533,Standard,15.99,29
U148534,Premium,7.99,15
U148535,Standard,7.99,54
U148536,Basic,12.99,30
U148537,Basic,7.99,41
U148538,Premium,7.99,34
U148539,Premium,7.99,12
U148540,Standard,12.99,29
U148541,Basic,15.99,6
U148542,Standard,15.99,26
U148543,Basic,15.99,55
U148544,Standard,15.99,2
U148545,Basic,12.99,4
U148546,Standard,7.99,18
U148547,Premium,15.99,20
U148548,Standard,12.99,12
U148549,Premium,15.99,9
U148550,Basic,12.99,48
U148551,Premium,15.99,41
U148552,Premium,15.99,29
U148553,Standard,12.99,19
U148554,Premium,15.99,56
U148555,Premium,15.99,33
U148556,Basic,7.99,6
U148557,Basic,7.99,41
U148558,Premium,15.99,52
U148559,Basic,7.99,56
U148560,Basic,7.99,12
U148561,Premium,7.99,32
U148562,Standard,12.99,43
U148563,Premium,7.99,17
U148564,Standard,7.99,18
U148565,Standard,12.99,40
U148566,Standard,15.99,25
U148567,Basic,7.99,5
U148568,Standard,7.99,38
U148569,Basic,15.99,35
U148570,Standard,15.99,29
U148571,Basic,7.99,24
U148572,Basic,12.99,36
U148573,Basic,7.99,38
U148574,Premium,7.99,7
U148575,Standard,7.99,58
U148576,Basic,15.99,43
U148577,Basic,12.99,38
U148578,Premium,7.99,27
U148579,Premium,15.99,6
U148580,Premium,12.99,54
U148581,Premium,15.99,34
U148582,Premium,12.99,30
U148583,Standard,12.99,29
U148584,Basic,7.99,47
U148585,Standard,15.99,25
U148586,Standard,15.99,29
U148587,Standard,12.99,15
U148588,Standard,12.99,55
U148589,Premium,12.99,34
U148590,Standard,15.99,49
U148591,Standard,12.99,27
U148592,Standard,15.99,22
U148593,Standard,15.99,2
U148594,Basic,15.99,53
U148595,Premium,12.99,26
