user_id,subscription_type,monthly_fee,account_age_months,primary_device
U137785,Premium,7.99,52,Smart TV
U137786,Premium,15.99,9,Laptop
U137787,Basic,12.99,32,Laptop
U137788,Basic,15.99,48,Mobile
U137789,Basic,15.99,49,Smart TV
U137790,Premium,15.99,19,Smart TV
U137791,Standard,7.99,27,Laptop
U137792,Premium,15.99,56,Tablet
U137793,Standard,12.99,27,Mobile
U137794,Premium,7.99,11,Mobile
U137795,Standard,7.99,40,Smart TV
U137796,Standard,12.99,27,Smart TV
U137797,Premium,7.99,22,Smart TV
U137798,Basic,12.99,14,Tablet
U137799,Standard,7.99,22,Mobile
U137800,Premium,7.99,6,Mobile
U137801,Basic,7.99,26,Smart TV
U137802,Premium,7.99,54,Laptop
U137803,Standard,12.99,44,Laptop
U137804,Standard,15.99,3,Smart TV
U137805,Premium,15.99,2,Smart TV
U137806,Standard,15.99,53,Laptop
U137807,Basic,15.99,38,Smart TV
U137808,Standard,15.99,35,Laptop
U137809,Standard,7.99,24,Laptop
U137810,Standard,15.99,23,Tablet
U137811,Basic,15.99,12,Tablet
U137812,Standard,12.99,4,Mobile
U137813,Standard,7.99,30,Tablet
U137814,Premium,15.99,12,Laptop
U137815,Basic,15.99,31,Tablet
U137816,Premium,15.99,59,Smart TV
U137817,Standard,7.99,14,Mobile
U137818,Standard,7.99,32,Tablet
U137819,Premium,15.99,49,Tablet
U137820,Basic,7.99,56,Laptop
U137821,Premium,7.99,46,Mobile
U137822,Basic,7.99,31,Tablet
U137823,Standard,7.99,1,Mobile
U137824,Standard,12.99,37,Laptop
U137825,Premium,7.99,21,Mobile
U137826,Basic,15.99,45,Smart TV
U137827,Standard,15.99,43,Mobile
U137828,Basic,7.99,7,Laptop
U137829,Basic,12.99,16,Tablet
U137830,Premium,15.99,18,Laptop
U137831,Premium,15.99,21,Tablet
U137832,Basic,15.99,46,Laptop
U137833,Premium,12.99,8,Laptop
U137834,Premium,12.99,53,Tablet
U137835,Standard,12.99,58,Smart TV
U137836,Standard,15.99,37,Mobile
U137837,Premium,7.99,21,Laptop
U137838,Premium,12.99,10,Mobile
U137839,Premium,15.99,56,Smart TV
U137840,Premium,7.99,7,Mobile
U137841,Premium,7.99,36,Mobile
U137842,Premium,7.99,56,Smart TV
U137843,Basic,12.99,35,Mobile
U137844,Standard,12.99,43,Tablet
U137845,Basic,7.99,58,Tablet
U137846,Premium,15.99,6,Laptop
U137847,Premium,15.99,29,Tablet
U137848,Basic,12.99,36,Tablet
U137849,Basic,7.99,50,Laptop
U137850,Premium,12.99,1,Laptop
U137851,Standard,15.99,47,Tablet
U137852,Standard,15.99,15,Laptop
U137853,Basic,15.99,13,Mobile
U137854,Basic,15.99,9,Laptop
U137855,Premium,7.99,36,Tablet
U137856,Basic,15.99,12,Mobile
U137857,Basic,7.99,9,Tablet
U137858,Basic,7.99,7,Smart TV
U137859,Basic,7.99,13,Laptop
U137860,Premium,15.99,17,Mobile
U137861,Standard,15.99,42,Laptop
U137862,Basic,12.99,5,Mobile
U137863,Basic,15.99,6,Mobile
U137864,Basic,12.99,40,Smart TV
U137865,Premium,15.99,27,Tablet
U137866,Standard,15.99,38,Tablet
U137867,Basic,12.99,8,Mobile
U137868,Premium,7.99,1,Tablet
U137869,Standard,7.99,35,Tablet
U137870,Premium,15.99,1,Mobile
U137871,Premium,7.99,14,Laptop
U137872,Standard,7.99,57,Mobile
U137873,Premium,7.99,21,Mobile
U137874,Basic,12.99,51,Smart TV
U137875,Standard,7.99,50,Tablet
U137876,Standard,12.99,55,Laptop
U137877,Basic,15.99,46,Smart TV
U137878,Premium,12.99,18,Smart TV
U137879,Standard,12.99,27,Laptop
U137880,Premium,7.99,12,Tablet
U137881,Basic,15.99,35,Mobile
U137882,Premium,7.99,38,Tablet
U137883,Basic,15.99,36,Laptop
U137884,Basic,12.99,8,Mobile
U137885,Basic,15.99,39,Tablet
U137886,Basic,15.99,47,Smart TV
U137887,Basic,7.99,7,Laptop
U137888,Premium,7.99,3,Tablet
U137889,Standard,12.99,8,Tablet
U137890,Basic,7.99,30,Mobile
U137891,Basic,7.99,40,Smart TV
U137892,Standard,7.99,40,Mobile
U137893,Basic,7.99,43,Laptop
U137894,Standard,7.99,28,Mobile
U137895,Premium,15.99,43,Tablet
U137896,Standard,15.99,4,Mobile
U137897,Basic,12.99,3,Laptop
U137898,Standard,15.99,19,Tablet
U137899,Basic,12.99,19,Smart TV
U137900,Basic,15.99,21,Smart TV
U137901,Standard,12.99,5,Tablet
U137902,Basic,15.99,44,Laptop
U137903,Premium,12.99,31,Tablet
U137904,Premium,7.99,25,Smart TV
U137905,Basic,7.99,49,Mobile
U137906,Basic,12.99,29,Tablet
U137907,Standard,7.99,17,Tablet
U137908,Premium,7.99,21,Smart TV
U137909,Standard,15.99,2,Mobile
U137910,Premium,12.99,44,Laptop
U137911,Standard,15.99,12,Mobile
U137912,Standard,15.99,54,Mobile
U137913,Premium,12.99,3,Laptop
U137914,Premium,7.99,45,Tablet
U137915,Standard,15.99,59,Laptop
U137916,Basic,7.99,36,Laptop
U137917,Basic,15.99,29,Mobile
U137918,Basic,7.99,52,Smart TV
U137919,Premium,7.99,54,Laptop
U137920,Premium,15.99,27,Smart TV
U137921,Premium,7.99,53,Tablet
U137922,Basic,7.99,58,Laptop
U137923,Standard,7.99,15,Smart TV
U137924,Premium,15.99,12,Smart TV
U137925,Premium,7.99,47,Laptop
U137926,Standard,15.99,47,Mobile
U137927,Premium,12.99,34,Mobile
U137928,Premium,7.99,4,Smart TV
U137929,Premium,15.99,16,Mobile
U137930,Standard,7.99,37,Tablet
U137931,Basic,15.99,37,Smart TV
U137932,Premium,7.99,59,Tablet
U137933,Premium,7.99,10,Smart TV
U137934,Basic,15.99,18,Laptop
U137935,Standard,15.99,17,Laptop
U137936,Premium,7.99,7,Laptop
U137937,Standard,15.99,3,Laptop
U137938,Basic,15.99,37,Mobile
U137939,Standard,7.99,41,Smart TV
U137940,Premium,7.99,34,Smart TV
U137941,Basic,12.99,56,Mobile
U137942,Standard,7.99,21,Mobile
U137943,Premium,15.99,7,Laptop
U137944,Standard,12.99,23,Laptop
U137945,Standard,15.99,4,Mobile
U137946,Premium,15.99,23,Mobile
U137947,Standard,7.99,30,Mobile
U137948,Premium,7.99,54,Mobile
U137949,Basic,15.99,11,Smart TV
U137950,Standard,12.99,25,Smart TV
U137951,Basic,15.99,11,Mobile
U137952,Basic,7.99,10,Mobile
U137953,Premium,15.99,4,Laptop
U137954,Basic,12.99,6,Smart TV
U137955,Basic,12.99,32,Tablet
U137956,Standard,12.99,4,Smart TV
U137957,Basic,12.99,9,Tablet
U137958,Standard,12.99,43,Smart TV
U137959,Basic,12.99,48,Mobile
U137960,Premium,12.99,10,Laptop
U137961,Basic,7.99,28,Smart TV
U137962,Premium,7.99,49,Smart TV
U137963,Premium,7.99,50,Smart TV
U137964,Standard,7.99,47,Tablet
U137965,Standard,12.99,13,Laptop
U137966,Standard,7.99,32,Laptop
U137967,Basic,15.99,56,Laptop
U137968,Premium,15.99,53,Laptop
U137969,Basic,12.99,38,Tablet
U137970,Standard,15.99,44,Smart TV
U137971,Standard,12.99,54,Laptop
U137972,Premium,15.99,17,Smart TV
U137973,Premium,15.99,55,Tablet
U137974,Premium,15.99,18,Laptop
U137975,Standard,15.99,7,Laptop
U137976,Basic,7.99,14,Tablet
U137977,Basic,12.99,32,Mobile
U137978,Premium,12.99,43,Tablet
U137979,Standard,7.99,59,Mobile
U137980,Standard,15.99,10,Smart TV
U137981,Premium,15.99,53,Smart TV
U137982,Standard,12.99,52,Laptop
U137983,Standard,7.99,27,Tablet
U137984,Standard,12.99,41,Mobile
U137985,Standard,15.99,41,Smart TV
U137986,Premium,15.99,6,Mobile
U137987,Premium,7.99,1,Mobile
U137988,Premium,7.99,33,Tablet
U137989,Standard,7.99,10,Laptop
U137990,Basic,15.99,50,Tablet
U137991,Basic,15.99,18,Laptop
U137992,Standard,12.99,42,Tablet
U137993,Basic,7.99,16,Laptop
U137994,Premium,12.99,40,Smart TV
U137995,Basic,12.99,11,Laptop
U137996,Premium,12.99,44,Tablet
U137997,Premium,7.99,19,Laptop
U137998,Basic,12.99,28,Smart TV
U137999,Premium,15.99,1,Tablet
U138000,Basic,15.99,38,Tablet
U138001,Premium,12.99,24,Mobile
U138002,Premium,7.99,31,Laptop
U138003,Basic,7.99,47,Mobile
U138004,Premium,12.99,31,Mobile
U138005,Premium,7.99,59,Smart TV
U138006,Standard,7.99,11,Laptop
U138007,Standard,15.99,13,Smart TV
U138008,Standard,15.99,38,Tablet
U138009,Standard,12.99,4,Smart TV
U138010,Premium,7.99,25,Smart TV
U138011,Standard,7.99,42,Laptop
U138012,Premium,15.99,40,Mobile
U138013,Standard,15.99,46,Tablet
U138014,Basic,7.99,17,Mobile
U138015,Standard,15.99,6,Tablet
U138016,Standard,15.99,24,Tablet
U138017,Premium,12.99,36,Mobile
U138018,Standard,12.99,27,Tablet
U138019,Premium,15.99,9,Laptop
U138020,Basic,7.99,15,Laptop
U138021,Premium,7.99,57,Laptop
U138022,Standard,12.99,18,Smart TV
U138023,Standard,12.99,25,Smart TV
U138024,Basic,15.99,51,Laptop
U138025,Premium,7.99,55,Mobile
U138026,Basic,7.99,42,Laptop
U138027,Standard,15.99,14,Mobile
U138028,Standard,7.99,7,Laptop
U138029,Standard,12.99,29,Mobile
U138030,Premium,12.99,2,Mobile
U138031,Standard,7.99,39,Laptop
U138032,Standard,12.99,4,Smart TV
U138033,Premium,12.99,8,Tablet
U138034,Standard,15.99,8,Mobile
U138035,Basic,7.99,57,Laptop
U138036,Premium,12.99,23,Tablet
U138037,Standard,7.99,28,Laptop
U138038,Standard,15.99,34,Laptop
U138039,Standard,12.99,55,Mobile
U138040,Standard,15.99,4,Tablet
U138041,Standard,7.99,24,Laptop
U138042,Standard,12.99,8,Mobile
U138043,Premium,12.99,1,Tablet
U138044,Premium,15.99,16,Mobile
U138045,Premium,7.99,31,Smart TV
U138046,Premium,7.99,24,Tablet
U138047,Basic,7.99,26,Smart TV
U138048,Premium,15.99,12,Laptop
U138049,Basic,7.99,44,Smart TV
U138050,Premium,12.99,52,Mobile
U138051,Premium,12.99,45,Tablet
U138052,Premium,7.99,18,Mobile
U138053,Standard,15.99,58,Laptop
U138054,Premium,12.99,56,Mobile
U138055,Standard,7.99,15,Mobile
U138056,Premium,15.99,36,Laptop
U138057,Standard,15.99,26,Mobile
U138058,Premium,15.99,38,Laptop
U138059,Basic,15.99,54,Tablet
U138060,Premium,12.99,10,Laptop
U138061,Basic,12.99,24,Mobile
U138062,Premium,7.99,21,Tablet
U138063,Basic,12.99,7,Tablet
U138064,Premium,15.99,45,Tablet
U138065,Standard,12.99,6,Tablet
U138066,Standard,12.99,47,Laptop
U138067,Basic,12.99,46,Tablet
U138068,Basic,7.99,54,Tablet
U138069,Basic,7.99,33,Laptop
U138070,Standard,7.99,21,Mobile
U138071,Basic,7.99,21,Smart TV
U138072,Standard,12.99,50,Smart TV
U138073,Standard,12.99,9,Mobile
U138074,Premium,15.99,56,Tablet
U138075,Basic,7.99,52,Tablet
U138076,Standard,15.99,30,Mobile
U138077,Standard,15.99,50,Tablet
U138078,Standard,7.99,28,Tablet
U138079,Premium,15.99,48,Mobile
U138080,Standard,7.99,21,Laptop
U138081,Basic,15.99,10,Tablet
U138082,Standard,7.99,7,Mobile
U138083,Basic,15.99,57,Laptop
U138084,Basic,15.99,23,Tablet
U138085,Basic,12.99,55,Smart TV
U138086,Premium,7.99,38,Tablet
U138087,Basic,15.99,25,Tablet
U138088,Premium,15.99,15,Mobile
U138089,Premium,12.99,27,Smart TV
U138090,Basic,12.99,3,Mobile
U138091,Premium,7.99,39,Smart TV
U138092,Standard,12.99,58,Mobile
U138093,Standard,12.99,18,Tablet
U138094,Standard,12.99,9,Mobile
U138095,Basic,7.99,5,Laptop
U138096,Premium,15.99,25,Smart TV
U138097,Premium,12.99,15,Laptop
U138098,Standard,15.99,15,Smart TV
U138099,Premium,12.99,16,Mobile
U138100,Premium,12.99,38,Laptop
U138101,Basic,12.99,24,Mobile
U138102,Standard,15.99,37,Laptop
U138103,Standard,7.99,14,Mobile
U138104,Premium,12.99,49,Tablet
U138105,Basic,12.99,31,Tablet
U138106,Premium,15.99,31,Mobile
U138107,Premium,7.99,42,Tablet
U138108,Premium,7.99,44,Smart TV
U138109,Standard,12.99,21,Tablet
U138110,Basic,7.99,22,Smart TV
U138111,Basic,15.99,45,Tablet
U138112,Standard,12.99,21,Tablet
U138113,Premium,15.99,59,Laptop
U138114,Basic,15.99,33,Smart TV
U138115,Basic,12.99,33,Tablet
U138116,Basic,7.99,36,Mobile
U138117,Standard,15.99,31,Mobile
U138118,Basic,15.99,16,Tablet
U138119,Standard,15.99,48,Mobile
U138120,Standard,15.99,30,Laptop
U138121,Premium,12.99,16,Mobile
U138122,Premium,15.99,11,Laptop
U138123,Premium,15.99,55,Laptop
U138124,Standard,15.99,57,Laptop
U138125,Premium,15.99,36,Mobile
U138126,Premium,15.99,53,Tablet
U138127,Standard,15.99,47,Mobile
U138128,Premium,7.99,37,Smart TV
U138129,Basic,12.99,26,Smart TV
U138130,Basic,12.99,37,Mobile
U138131,Standard,7.99,12,Smart TV
U138132,Premium,7.99,46,Laptop
U138133,Premium,15.99,44,Smart TV
U138134,Premium,15.99,4,Smart TV
U138135,Standard,7.99,23,Smart TV
U138136,Basic,7.99,33,Tablet
U138137,Premium,7.99,52,Laptop
U138138,Standard,12.99,37,Mobile
U138139,Basic,12.99,23,Smart TV
U138140,Basic,7.99,32,Mobile
U138141,Premium,7.99,43,Tablet
U138142,Premium,15.99,19,Mobile
U138143,Standard,15.99,50,Mobile
U138144,Premium,7.99,20,Tablet
U138145,Standard,15.99,7,Smart TV
U138146,Standard,7.99,47,Smart TV
U138147,Premium,7.99,50,Mobile
U138148,Premium,15.99,32,Mobile
U138149,Basic,15.99,7,Tablet
U138150,Standard,15.99,40,Mobile
U138151,Premium,15.99,6,Mobile
U138152,Premium,12.99,32,Mobile
U138153,Standard,15.99,9,Laptop
U138154,Basic,7.99,44,Tablet
U138155,Basic,12.99,49,Smart TV
U138156,Standard,12.99,26,Laptop
U138157,Standard,15.99,27,Mobile
U138158,Basic,15.99,18,Tablet
U138159,Basic,12.99,52,Mobile
U138160,Premium,15.99,24,Laptop
U138161,Standard,7.99,35,Tablet
U138162,Premium,12.99,59,Mobile
U138163,Premium,12.99,24,Smart TV
U138164,Basic,7.99,20,Tablet
U138165,Premium,12.99,43,Tablet
U138166,Premium,7.99,53,Laptop
U138167,Standard,15.99,51,Laptop
U138168,Premium,7.99,44,Smart TV
U138169,Standard,7.99,54,Smart TV
U138170,Standard,12.99,16,Smart TV
U138171,Standard,15.99,19,Tablet
U138172,Basic,7.99,9,Mobile
U138173,Premium,15.99,54,Laptop
U138174,Premium,15.99,17,Laptop
U138175,Standard,7.99,10,Mobile
U138176,Standard,15.99,3,Mobile
U138177,Standard,15.99,48,Smart TV
U138178,Standard,12.99,40,Mobile
U138179,Basic,7.99,18,Mobile
U138180,Premium,7.99,11,Smart TV
U138181,Premium,7.99,56,Mobile
U138182,Standard,7.99,42,Mobile
U138183,Premium,15.99,54,Laptop
U138184,Premium,12.99,27,Laptop
U138185,Basic,12.99,4,Laptop
U138186,Premium,12.99,45,Tablet
U138187,Premium,7.99,50,Mobile
U138188,Standard,15.99,35,Mobile
U138189,Basic,7.99,2,Smart TV
U138190,Basic,12.99,10,Tablet
U138191,Standard,15.99,45,Mobile
U138192,Premium,15.99,20,Laptop
U138193,Basic,7.99,53,Smart TV
U138194,Standard,15.99,31,Laptop
U138195,Premium,7.99,59,Tablet
U138196,Standard,7.99,44,Tablet
U138197,Premium,7.99,37,Smart TV
U138198,Basic,15.99,49,Mobile
U138199,Basic,15.99,57,Tablet
U138200,Standard,7.99,17,Laptop
U138201,Standard,12.99,27,Laptop
U138202,Standard,7.99,59,Smart TV
U138203,Standard,15.99,5,Laptop
U138204,Standard,12.99,18,Tablet
U138205,Premium,7.99,20,Laptop
U138206,Basic,12.99,5,Laptop
U138207,Standard,15.99,38,Mobile
U138208,Premium,7.99,41,Laptop
U138209,Basic,7.99,19,Mobile
U138210,Standard,15.99,47,Tablet
U138211,Basic,7.99,9,Smart TV
U138212,Premium,12.99,51,Mobile
U138213,Basic,15.99,18,Laptop
U138214,Standard,12.99,54,Tablet
U138215,Premium,15.99,37,Mobile
U138216,Basic,15.99,55,Smart TV
U138217,Premium,15.99,48,Smart TV
U138218,Basic,7.99,3,Smart TV
U138219,Basic,12.99,57,Smart TV
U138220,Standard,12.99,28,Smart TV
U138221,Premium,15.99,49,Tablet
U138222,Basic,7.99,3,Tablet
U138223,Basic,7.99,13,Tablet
U138224,Basic,7.99,12,Laptop
U138225,Premium,12.99,46,Smart TV
U138226,Premium,15.99,5,Laptop
U138227,Basic,7.99,16,Mobile
U138228,Basic,15.99,43,Smart TV
U138229,Standard,15.99,51,Tablet
U138230,Standard,15.99,19,Smart TV
U138231,Premium,12.99,9,Laptop
U138232,Standard,7.99,27,Tablet
U138233,Basic,15.99,10,Smart TV
U138234,Basic,12.99,25,Mobile
U138235,Standard,12.99,54,Smart TV
U138236,Standard,15.99,45,Laptop
U138237,Standard,15.99,55,Laptop
U138238,Standard,7.99,12,Smart TV
U138239,Basic,7.99,9,Tablet
U138240,Premium,12.99,27,Tablet
U138241,Premium,7.99,54,Smart TV
U138242,Premium,15.99,38,Smart TV
U138243,Premium,15.99,26,Mobile
U138244,Premium,15.99,33,Tablet
U138245,Standard,12.99,28,Laptop
U138246,Standard,7.99,17,Laptop
U138247,Premium,7.99,46,Laptop
U138248,Standard,7.99,19,Tablet
U138249,Standard,7.99,25,Laptop
U138250,Basic,12.99,40,Mobile
U138251,Basic,7.99,42,Smart TV
U138252,Premium,12.99,51,Laptop
U138253,Basic,15.99,52,Mobile
U138254,Premium,15.99,46,Laptop
U138255,Basic,12.99,23,Mobile
U138256,Standard,15.99,19,Laptop
U138257,Standard,15.99,57,Tablet
U138258,Standard,15.99,53,Mobile
U138259,Premium,12.99,59,Laptop
U138260,Basic,7.99,16,Tablet
U138261,Basic,15.99,25,Tablet
U138262,Standard,12.99,17,Tablet
U138263,Standard,7.99,13,Smart TV
U138264,Basic,7.99,9,Mobile
U138265,Standard,15.99,28,Laptop
U138266,Premium,15.99,31,Tablet
U138267,Premium,7.99,53,Tablet
U138268,Standard,15.99,52,Smart TV
U138269,Premium,12.99,7,Laptop
U138270,Standard,15.99,7,Tablet
U138271,Standard,15.99,46,Smart TV
U138272,Premium,12.99,36,Mobile
U138273,Basic,12.99,9,Tablet
U138274,Premium,15.99,19,Tablet
U138275,Premium,7.99,12,Smart TV
U138276,Basic,15.99,36,Laptop
U138277,Standard,15.99,27,Tablet
U138278,Premium,12.99,34,Tablet
U138279,Premium,7.99,26,Mobile
U138280,Standard,7.99,38,Smart TV
U138281,Basic,7.99,22,Smart TV
U138282,Basic,12.99,21,Laptop
U138283,Basic,7.99,7,Tablet
U138284,Premium,15.99,38,Mobile
U138285,Standard,7.99,7,Laptop
U138286,Basic,12.99,31,Tablet
U138287,Standard,15.99,37,Mobile
U138288,Basic,12.99,44,Tablet
U138289,Standard,15.99,14,Mobile
U138290,Basic,12.99,59,Tablet
U138291,Premium,7.99,32,Mobile
U138292,Standard,15.99,59,Mobile
U138293,Premium,15.99,26,Mobile
U138294,Standard,12.99,8,Laptop
U138295,Basic,12.99,14,Smart TV
U138296,Premium,7.99,15,Tablet
U138297,Basic,15.99,17,Laptop
U138298,Standard,12.99,57,Mobile
U138299,Basic,15.99,18,Laptop
U138300,Basic,12.99,48,Tablet
U138301,Premium,7.99,26,Laptop
U138302,Standard,15.99,16,Mobile
U138303,Standard,7.99,38,Smart TV
U138304,Premium,7.99,38,Laptop
U138305,Premium,12.99,5,Tablet
U138306,Basic,7.99,57,Smart TV
U138307,Premium,15.99,37,Mobile
U138308,Basic,12.99,18,Mobile
U138309,Basic,15.99,55,Tablet
U138310,Basic,15.99,40,Smart TV
U138311,Standard,15.99,32,Tablet
U138312,Standard,7.99,15,Mobile
U138313,Standard,7.99,26,Smart TV
U138314,Basic,7.99,42,Smart TV
U138315,Standard,15.99,3,Smart TV
U138316,Premium,7.99,50,Smart TV
U138317,Basic,12.99,1,Laptop
U138318,Premium,15.99,17,Tablet
U138319,Basic,12.99,10,Mobile
U138320,Basic,7.99,15,Laptop
U138321,Basic,7.99,38,Laptop
U138322,Premium,12.99,45,Laptop
U138323,Premium,12.99,3,Tablet
U138324,Standard,7.99,58,Mobile
U138325,Standard,7.99,44,Tablet
U138326,Basic,7.99,17,Laptop
U138327,Standard,15.99,5,Mobile
U138328,Basic,15.99,49,Laptop
U138329,Basic,12.99,30,Tablet
U138330,Basic,12.99,45,Tablet
U138331,Standard,12.99,48,Tablet
U138332,Standard,7.99,57,Mobile
U138333,Premium,12.99,20,Smart TV
U138334,Premium,15.99,17,Mobile
U138335,Basic,12.99,10,Smart TV
U138336,Basic,12.99,5,Smart TV
U138337,Basic,12.99,57,Laptop
U138338,Basic,7.99,6,Mobile
U138339,Basic,12.99,27,Laptop
U138340,Premium,7.99,41,Tablet
U138341,Premium,7.99,23,Tablet
U138342,Standard,15.99,31,Mobile
U138343,Basic,12.99,58,Laptop
U138344,Standard,12.99,17,Laptop
U138345,Premium,15.99,47,Smart TV
U138346,Basic,15.99,6,Tablet
U138347,Premium,15.99,38,Tablet
U138348,Standard,15.99,39,Laptop
U138349,Premium,15.99,1,Laptop
U138350,Standard,7.99,44,Smart TV
U138351,Premium,7.99,37,Smart TV
U138352,Premium,12.99,12,Smart TV
U138353,Standard,12.99,5,Laptop
U138354,Premium,15.99,3,Laptop
U138355,Basic,15.99,39,Mobile
U138356,Basic,7.99,3,Smart TV
U138357,Basic,15.99,4,Tablet
U138358,Premium,7.99,5,Tablet
U138359,Standard,7.99,42,Laptop
U138360,Standard,7.99,23,Tablet
U138361,Standard,15.99,36,Laptop
U138362,Standard,12.99,40,Tablet
U138363,Basic,15.99,9,Laptop
U138364,Standard,12.99,44,Laptop
U138365,Basic,15.99,57,Mobile
U138366,Basic,12.99,16,Tablet
U138367,Premium,7.99,31,Laptop
U138368,Premium,7.99,20,Mobile
U138369,Premium,12.99,32,Mobile
U138370,Standard,15.99,29,Tablet
U138371,Basic,15.99,42,Mobile
U138372,Standard,7.99,50,Mobile
U138373,Standard,7.99,57,Mobile
U138374,Premium,15.99,48,Laptop
U138375,Standard,15.99,10,Tablet
U138376,Basic,15.99,49,Laptop
U138377,Standard,15.99,37,Laptop
U138378,Standard,15.99,26,Laptop
U138379,Premium,7.99,6,Tablet
U138380,Standard,12.99,10,Mobile
U138381,Standard,12.99,18,Laptop
U138382,Standard,12.99,49,Laptop
U138383,Basic,12.99,15,Laptop
U138384,Standard,12.99,21,Smart TV
U138385,Standard,15.99,48,Laptop
U138386,Premium,12.99,12,Mobile
U138387,Standard,7.99,14,Smart TV
U138388,Standard,15.99,34,Smart TV
U138389,Standard,15.99,22,Tablet
U138390,Standard,7.99,25,Mobile
U138391,Standard,12.99,33,Mobile
U138392,Standard,7.99,55,Laptop
U138393,Premium,15.99,58,Mobile
U138394,Premium,12.99,36,Laptop
U138395,Standard,12.99,1,Smart TV
U138396,Standard,12.99,6,Mobile
U138397,Standard,7.99,52,Mobile
U138398,Standard,7.99,20,Tablet
U138399,Basic,15.99,6,Mobile
U138400,Premium,7.99,27,Tablet
U138401,Standard,7.99,54,Smart TV
U138402,Premium,15.99,59,Tablet
U138403,Standard,12.99,11,Tablet
U138404,Standard,15.99,57,Tablet
U138405,Standard,15.99,56,Mobile
U138406,Standard,7.99,24,Laptop
U138407,Standard,15.99,45,Mobile
U138408,Premium,7.99,41,Laptop
U138409,Premium,12.99,20,Tablet
U138410,Standard,7.99,23,Mobile
U138411,Premium,12.99,5,Laptop
U138412,Standard,15.99,49,Smart TV
U138413,Standard,15.99,31,Smart TV
U138414,Basic,7.99,51,Tablet
U138415,Basic,12.99,55,Laptop
U138416,Premium,7.99,3,Mobile
U138417,Standard,12.99,31,Tablet
U138418,Basic,15.99,57,Laptop
U138419,Premium,12.99,29,Tablet
U138420,Standard,15.99,52,Mobile
U138421,Premium,7.99,34,Smart TV
U138422,Basic,12.99,31,Smart TV
U138423,Premium,12.99,13,Smart TV
U138424,Standard,15.99,44,Mobile
U138425,Standard,15.99,47,Mobile
U138426,Standard,15.99,54,Tablet
U138427,Standard,7.99,46,Tablet
U138428,Standard,15.99,23,Smart TV
U138429,Basic,15.99,11,Mobile
U138430,Basic,12.99,25,Smart TV
U138431,Premium,7.99,30,Mobile
U138432,Standard,12.99,17,Mobile
U138433,Basic,7.99,48,Smart TV
U138434,Standard,15.99,54,Smart TV
U138435,Basic,12.99,21,Smart TV
U138436,Basic,12.99,2,Laptop
U138437,Basic,12.99,16,Smart TV
U138438,Premium,12.99,22,Tablet
U138439,Premium,7.99,17,Mobile
U138440,Standard,15.99,41,Laptop
U138441,Standard,15.99,54,Laptop
U138442,Standard,12.99,35,Mobile
U138443,Premium,12.99,2,Laptop
U138444,Basic,7.99,25,Mobile
U138445,Standard,7.99,26,Tablet
U138446,Basic,12.99,44,Mobile
U138447,Premium,7.99,31,Mobile
U138448,Standard,15.99,54,Mobile
U138449,Basic,7.99,33,Tablet
U138450,Premium,15.99,18,Mobile
U138451,Premium,15.99,50,Smart TV
U138452,Standard,12.99,57,Laptop
U138453,Basic,7.99,49,Mobile
U138454,Standard,15.99,24,Smart TV
U138455,Standard,12.99,14,Smart TV
U138456,Premium,12.99,24,Smart TV
U138457,Standard,7.99,43,Laptop
U138458,Standard,7.99,40,Mobile
U138459,Basic,12.99,55,Smart TV
U138460,Standard,15.99,5,Laptop
U138461,Standard,12.99,57,Mobile
U138462,Standard,12.99,26,Tablet
U138463,Premium,15.99,2,Mobile
U138464,Basic,15.99,12,Tablet
U138465,Standard,7.99,57,Mobile
U138466,Standard,7.99,35,Mobile
U138467,Standard,7.99,43,Smart TV
U138468,Premium,15.99,55,Mobile
U138469,Premium,12.99,35,Mobile
U138470,Premium,7.99,29,Smart TV
U138471,Standard,7.99,54,Smart TV
U138472,Basic,7.99,32,Mobile
U138473,Standard,7.99,57,Mobile
U138474,Basic,7.99,30,Smart TV
U138475,Premium,15.99,16,Tablet
U138476,Premium,15.99,38,Mobile
U138477,Basic,7.99,2,Smart TV
U138478,Standard,15.99,49,Mobile
U138479,Premium,7.99,53,Mobile
U138480,Standard,7.99,46,Tablet
U138481,Premium,12.99,18,Mobile
U138482,Basic,12.99,9,Laptop
U138483,Basic,15.99,1,Smart TV
U138484,Basic,7.99,52,Mobile
U138485,Standard,12.99,22,Smart TV
U138486,Basic,15.99,21,Laptop
U138487,Standard,12.99,18,Smart TV
U138488,Standard,12.99,27,Mobile
U138489,Basic,12.99,55,Laptop
U138490,Basic,15.99,52,Mobile
U138491,Basic,12.99,44,Tablet
U138492,Standard,12.99,17,Smart TV
U138493,Standard,7.99,56,Laptop
U138494,Basic,15.99,10,Laptop
U138495,Basic,12.99,55,Mobile
U138496,Standard,7.99,31,Mobile
U138497,Premium,7.99,26,Smart TV
U138498,Basic,12.99,4,Tablet
U138499,Standard,12.99,16,Mobile
U138500,Basic,12.99,11,Tablet
U138501,Premium,12.99,1,Smart TV
U138502,Basic,7.99,55,Smart TV
U138503,Basic,15.99,35,Laptop
U138504,Basic,12.99,15,Smart TV
U138505,Premium,7.99,32,Tablet
U138506,Standard,15.99,45,Mobile
U138507,Premium,15.99,56,Mobile
U138508,Premium,12.99,10,Mobile
U138509,Premium,15.99,6,Smart TV
U138510,Standard,7.99,23,Mobile
